,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,audio_valence
9551,Where We Start,58.0,200066.0,0.882,0.662,0.384,6.38e-05,2.0,0.122,-6.198,1.0,0.0288,120.117,0.186
9552,Be My Husband,47.0,193960.0,0.629,0.866,0.193,0.0,1.0,0.0774,-11.041,1.0,0.188,80.053,0.3289999999999999
9553,Tee Shirt,68.0,159506.0,0.8370000000000001,0.684,0.341,2.69e-05,9.0,0.0883,-9.497,1.0,0.0272,75.94800000000001,0.557
9554,Dream in Blue,55.0,212026.0,0.71,0.45,0.324,0.000679,2.0,0.176,-11.234000000000002,1.0,0.037,179.13299999999998,0.354
9555,Tell That Devil (Acoustic Version),44.0,185624.0,0.939,0.414,0.12,6.75e-06,9.0,0.107,-10.898,1.0,0.0312,146.274,0.15
9556,Amsterdam - Recorded at Spotify Studios NYC,67.0,193671.0,0.909,0.532,0.317,0.0277,0.0,0.11,-10.693,1.0,0.0309,140.671,0.28
9557,Big Black Car,68.0,217466.0,0.897,0.5720000000000001,0.183,0.00275,3.0,0.103,-16.069000000000003,1.0,0.0323,110.029,0.4039999999999999
9558,Real Peach - Recorded at Spotify Studios NYC,54.0,195850.0,0.901,0.379,0.1939999999999999,1.19e-05,9.0,0.139,-12.644,1.0,0.0438,170.097,0.436
9559,Letter to Lady J,39.0,255191.0,0.218,0.515,0.743,1.05e-05,4.0,0.517,-6.431,1.0,0.0512,132.03799999999998,0.32
9560,Let It Go,76.0,260533.0,0.818,0.546,0.311,1.65e-05,1.0,0.107,-10.396,1.0,0.0288,147.464,0.246
9561,First Defeat,54.0,243773.0,0.858,0.519,0.214,0.0021,5.0,0.118,-11.243,1.0,0.0298,144.411,0.2289999999999999
9562,I-89 - Recorded At Spotify Studios NYC,57.0,180581.0,0.818,0.581,0.375,1.05e-06,7.0,0.109,-11.591,0.0,0.0359,89.58200000000001,0.649
9563,Hollow (Acoustic),65.0,236618.0,0.8220000000000001,0.499,0.2289999999999999,4.59e-06,11.0,0.0914,-9.642,1.0,0.0361,178.46099999999998,0.239
9564,Hero,67.0,190280.0,0.213,0.341,0.539,6.440000000000001e-05,5.0,0.109,-5.76,1.0,0.0265,174.56400000000002,0.267
9565,Changes,63.0,161906.0,0.8909999999999999,0.6679999999999999,0.367,0.00521,11.0,0.103,-11.002,1.0,0.0285,110.21,0.342
9566,Sleep On The Floor,58.0,211851.0,0.249,0.389,0.431,0.0,7.0,0.13,-8.061,1.0,0.0344,142.14,0.275
9567,Mango Tree,51.0,225666.0,0.8320000000000001,0.5920000000000001,0.426,0.0908,2.0,0.115,-15.107,0.0,0.0305,107.747,0.285
9568,Without Me,46.0,344573.0,0.757,0.47,0.351,1.32e-06,7.0,0.556,-9.385,1.0,0.034,152.013,0.392
9569,Shiver,58.0,233013.0,0.715,0.423,0.183,4.25e-05,9.0,0.104,-13.517,1.0,0.0344,122.341,0.142
9570,Mexico,53.0,246413.0,0.964,0.5579999999999999,0.1169999999999999,0.000686,5.0,0.0847,,1.0,0.0345,131.847,0.174
9571,Feathers,39.0,,0.929,0.521,0.1939999999999999,0.0,2.0,0.0931,-14.412,1.0,0.0457,115.392,0.324
9572,Follow My Voice,64.0,242387.0,0.959,0.408,0.0811,4.38e-05,2.0,0.133,-14.655,1.0,0.0402,111.263,0.177
9573,My Dreams Have All Come True,25.0,264407.0,0.4589999999999999,0.519,0.461,6.72e-06,10.0,0.0906,-5.718999999999999,1.0,0.0261,111.982,0.208
9574,Tidal Wave - Acoustic,7.0,155050.0,0.935,0.6459999999999999,0.288,0.0012,4.0,0.16,-15.797,1.0,0.032,106.927,0.337
9575,Tugboats,45.0,227152.0,0.787,0.5,0.201,0.0,2.0,0.184,-6.837999999999999,1.0,,119.718,0.436
9576,Slow Burn,66.0,246133.0,0.462,0.555,0.43,0.0001909999999999,2.0,0.0869,-9.105,1.0,0.0295,147.613,0.2739999999999999
9577,,51.0,313078.0,0.236,0.455,0.172,0.0013,3.0,0.102,-10.265,1.0,0.0307,118.161,0.1889999999999999
9578,I'll Keep You,43.0,157174.0,0.934,0.511,0.145,2.64e-06,10.0,0.123,-9.827,1.0,0.0335,128.138,0.547
9579,Golden (Acoustic),58.0,307312.0,0.91,0.359,0.17,0.0002379999999999,4.0,0.11,-10.915,1.0,0.0308,137.062,0.178
9580,Uh Huh - Acoustic,56.0,171970.0,0.599,0.368,0.441,0.0,4.0,0.145,-6.656000000000001,1.0,0.0457,192.461,0.297
9581,Crescent City,46.0,179280.0,0.937,0.542,0.136,6.92e-05,1.0,0.11,-14.797,0.0,0.0348,105.503,0.37
9582,Before You,42.0,167164.0,0.765,0.505,0.252,0.0,9.0,0.0829,-10.169,1.0,0.0321,80.83,0.3929999999999999
9583,Call It Dreaming,68.0,231760.0,0.61,0.519,0.515,5.660000000000001e-05,5.0,0.107,-9.448,1.0,0.031,80.329,0.7140000000000001
9584,Vedauwoo,62.0,159102.0,0.8909999999999999,0.643,0.213,0.00138,3.0,0.211,-15.584,1.0,0.0324,137.709,0.12
9585,Holocene,72.0,336613.0,0.943,0.375,0.304,0.303,1.0,0.126,-14.52,1.0,0.0302,147.989,0.147
9586,Youth,65.0,253013.0,0.88,0.402,0.539,0.0065,0.0,0.1169999999999999,-11.062,1.0,0.043,146.526,0.371
9587,The Cave,71.0,217986.0,0.0606,0.5760000000000001,0.486,0.000143,4.0,0.093,-9.364,1.0,0.0406,141.951,0.337
9588,Dirty Paws,64.0,278373.0,0.128,0.367,0.6629999999999999,0.0269,3.0,0.0552,-6.968999999999999,1.0,0.0349,111.63,0.177
9589,Mess Is Mine,72.0,223640.0,0.047,0.595,0.723,0.0286,7.0,0.0995,-8.256,1.0,0.0349,108.043,0.272
9590,Echo - Recorded at Spotify Studios NYC,58.0,211688.0,0.958,0.512,0.368,0.0157,7.0,0.0613,-12.328,1.0,0.0425,181.676,0.612
9591,Right Down The Line,48.0,235871.0,0.8220000000000001,0.802,0.354,2.57e-06,1.0,0.114,-8.091000000000001,0.0,0.034,119.972,0.418
9592,Sedona,69.0,239880.0,0.0372,0.396,0.677,0.000137,3.0,0.1119999999999999,-7.513,1.0,0.0354,135.17700000000002,0.249
9593,Work Song,51.0,229720.0,0.7490000000000001,0.531,0.363,0.0,10.0,0.1119999999999999,-7.672000000000001,1.0,0.0608,121.412,0.259
9594,Nothing Arrived - Live from Spotify London,9.0,219093.0,0.929,0.5720000000000001,0.426,0.0018399999999999,7.0,0.6759999999999999,-11.633,1.0,0.0394,102.694,0.43
9595,Turn the Skies of Blue On,47.0,129591.0,0.818,0.447,0.294,0.8240000000000001,0.0,0.147,-19.696,1.0,0.0329,204.085,0.442
9596,Chapel of Pines,46.0,225000.0,0.967,0.335,0.0392,0.0042,4.0,0.0952,-14.5,1.0,0.0412,183.817,0.356
9597,Imagining My Man,12.0,351309.0,0.965,0.575,0.182,0.0139,0.0,0.114,-13.993,1.0,0.0279999999999999,98.062,0.287
9598,The Rains,13.0,211794.0,0.648,0.6890000000000001,0.3989999999999999,0.0167,6.0,0.0704,-10.906,1.0,0.0279999999999999,117.027,0.432
9599,Pale November Dew,46.0,230626.0,0.8590000000000001,0.526,0.508,0.0729,8.0,0.126,-8.642999999999999,1.0,0.0289999999999999,112.012,0.43
9600,Call the Days,15.0,212816.0,0.608,0.44,0.289,0.000748,2.0,0.13,-11.797,1.0,0.0311,75.13,0.142
9601,Whisper In Her Ear,60.0,244520.0,0.947,0.586,0.208,0.0177,5.0,0.133,-15.224,1.0,0.0343,90.574,0.451
9602,The Breach,68.0,253848.0,0.617,0.629,0.586,0.0803,1.0,0.129,-8.562000000000001,1.0,0.0269,102.995,0.526
9603,Old Soul - Acoustic,23.0,282659.0,0.348,0.296,0.249,7.41e-05,2.0,0.152,-12.876,1.0,0.0283,141.19799999999998,0.303
9604,,61.0,188906.0,0.634,0.7190000000000001,0.27,0.0,8.0,0.111,-10.534,1.0,0.0349,129.965,0.299
9605,It'll Work Itself Out,58.0,182805.0,0.108,0.625,0.432,0.0030399999999999,5.0,0.0995,-12.19,1.0,0.0313,98.002,0.5379999999999999
9606,"If You Need To, Keep Time On Me",70.0,210506.0,0.647,0.521,0.22,0.00814,9.0,0.179,-10.202,1.0,0.0314,104.03,0.135
9607,What I Am - Recorded at Spotify Studios NYC,61.0,,0.6679999999999999,0.546,0.299,0.109,5.0,0.111,-14.999,1.0,0.0386,115.464,0.789
9608,Build Me Up From Bones,64.0,216173.0,0.862,0.515,0.286,6.9e-05,5.0,0.106,-11.776,1.0,0.0378,115.076,0.284
9609,All The Pretty Girls,69.0,269893.0,0.626,0.466,0.496,6.22e-06,1.0,0.1169999999999999,-6.606,1.0,0.0302,74.747,0.352
9610,More I See,47.0,243733.0,0.2239999999999999,0.473,0.46,0.4029999999999999,4.0,0.0802,-10.936,1.0,0.0263,141.011,0.428
9611,Sausalito,64.0,222859.0,0.826,0.347,0.183,2.94e-05,2.0,0.126,-11.149,1.0,0.0338,149.681,0.24
9612,home ft. WALK THE MOON,62.0,205048.0,0.0371,0.665,0.7090000000000001,0.0,11.0,0.3229999999999999,-3.643,1.0,0.037,100.001,0.841
9613,Golden,27.0,184466.0,0.000466,0.481,0.848,0.0,11.0,0.565,-4.953,0.0,0.143,100.016,0.639
9614,Burn the House Down,68.0,212373.0,0.0364,0.4539999999999999,0.66,0.0,0.0,0.181,-4.357,1.0,0.168,184.353,0.568
9615,Fred Astaire,6.0,219000.0,0.0262,0.621,0.7,4.53e-05,11.0,0.51,-4.766,1.0,0.0657,110.089,0.685
9616,Too Late,47.0,187495.0,0.000386,0.416,0.948,0.0,2.0,0.108,-4.853,1.0,0.129,160.06,0.562
9617,Cry Out for Me,50.0,194293.0,0.000299,0.627,0.7759999999999999,5.02e-05,7.0,0.498,-3.52,1.0,0.0253,130.003,0.6859999999999999
9618,Not Too Late,56.0,195826.0,0.0864,0.657,0.693,9.22e-05,0.0,0.1369999999999999,-5.323,1.0,0.0332,120.041,0.271
9619,Electrified,14.0,211800.0,0.0722,0.732,0.732,1.51e-05,11.0,0.0822,-3.145,0.0,0.0291,115.008,0.8740000000000001
9620,What You Know,70.0,191400.0,0.000728,0.556,0.763,6.79e-06,6.0,0.071,-3.952,0.0,0.0413,138.986,0.8140000000000001
9621,Jump with Me,47.0,197165.0,0.00179,0.547,0.698,0.00428,0.0,0.127,-7.369,1.0,0.0301,99.993,0.226
9622,Loser,44.0,175449.0,0.0947,0.752,0.613,0.000357,9.0,0.0955,-8.1,0.0,0.0283,93.027,0.5429999999999999
9623,You Could Have Been the One,21.0,255737.0,0.0106,0.499,,0.0,11.0,0.0887,-5.577999999999999,1.0,0.0588,122.107,0.477
9624,I Remember,43.0,202802.0,0.359,0.784,0.841,0.00125,8.0,0.0691,-2.579,0.0,0.0494,105.982,0.8059999999999999
9625,Preacher Man,60.0,219389.0,0.00209,0.6890000000000001,0.947,0.0,1.0,0.228,-3.926,1.0,0.0897,119.993,0.3929999999999999
9626,Stumblin' Home,54.0,179857.0,0.0793,0.672,0.836,0.000379,11.0,0.0891,-3.959,1.0,0.071,104.068,0.7809999999999999
9627,New Religion,8.0,203586.0,0.00185,0.535,0.851,0.0,7.0,0.212,-4.37,1.0,0.0462,97.036,0.514
9628,Turn,60.0,207679.0,0.00743,0.531,0.847,0.0,1.0,0.0916,-3.907,1.0,0.0529,105.03,0.38
9629,broken,5.0,204878.0,0.00236,0.667,0.716,2.09e-06,7.0,0.0421,-5.693,1.0,0.0478,122.976,0.44
9630,Dancing On Glass,63.0,246333.0,0.0189,0.564,0.945,0.0,1.0,0.359,-4.705,1.0,0.0493,101.003,0.3989999999999999
9631,Fire Alarm,8.0,237106.0,0.000148,0.499,0.938,0.0204,6.0,0.302,-3.806,0.0,0.0606,145.047,0.479
9632,Carried Away,52.0,196720.0,0.019,0.636,0.98,2.37e-06,11.0,0.0905,-2.222,0.0,0.0476,129.996,0.96
9633,Lies,47.0,202303.0,7.049999999999999e-05,0.517,0.731,5.7e-05,2.0,0.0922,-3.634,1.0,0.0329,95.039,0.4379999999999999
9634,Pictures of Girls,64.0,204106.0,0.000205,0.444,0.8220000000000001,0.00714,6.0,0.076,-5.483,1.0,0.0309,154.945,0.498
9635,Hometown,44.0,209426.0,0.045,0.598,0.759,0.00028,4.0,0.131,-7.718999999999999,1.0,0.0501,102.684,0.473
9636,Tidal Waves,2.0,179050.0,1.11e-05,0.445,0.914,7.15e-05,0.0,0.278,-3.875,1.0,0.0504,149.917,0.424
9637,Saturday Sun,75.0,214720.0,0.484,0.637,0.8640000000000001,0.0,8.0,0.222,-4.381,1.0,0.0468,99.995,0.706
9638,AMERICAN GODS,43.0,203079.0,0.0128,0.515,0.8390000000000001,1.7e-06,10.0,0.0776,-4.584,1.0,0.0608,155.05,0.6829999999999999
9639,This Party,46.0,193939.0,0.133,0.608,0.7879999999999999,0.155,5.0,0.412,-7.891,1.0,0.0458,118.026,0.556
9640,Do It Like You Do,40.0,199274.0,0.241,0.653,0.893,0.000778,8.0,0.159,-7.654,0.0,0.0562,123.994,0.696
9641,Growing Pains,61.0,211533.0,0.0523,0.626,0.946,0.0,1.0,0.149,-4.644,0.0,0.0779,103.004,0.679
9642,Miss You Like Hell,47.0,189181.0,0.000531,0.422,0.928,1.01e-06,7.0,0.119,-4.593,1.0,0.131,95.16,0.265
9643,Wild,3.0,273506.0,0.000757,0.565,0.93,0.000739,8.0,0.108,-5.851,1.0,0.0546,112.003,0.736
9644,Window,55.0,209613.0,0.0095599999999999,0.401,0.723,4.7600000000000005e-05,5.0,0.0444,-5.549,1.0,0.0408,116.023,0.7809999999999999
9645,2 Heads,61.0,213706.0,0.0621,0.733,0.565,0.000324,0.0,0.104,-8.515,1.0,0.0367,120.006,0.35
9646,My Type,67.0,206393.0,0.0641,0.596,0.897,5.24e-05,10.0,0.0628,-2.94,1.0,0.0462,118.0,0.578
9647,Saturdays (feat. HAIM),12.0,205442.0,0.0661,0.471,0.6970000000000001,3.64e-05,9.0,0.0962,-4.753,1.0,0.105,169.99,0.797
9648,rely,2.0,215322.0,0.00129,0.496,0.835,0.108,0.0,0.153,-4.551,1.0,0.0536,132.93200000000002,0.166
9649,Stockholm,40.0,191640.0,0.0054,0.568,0.746,0.0,7.0,0.162,-5.437,1.0,0.0462,125.04,0.409
9650,Stand up Tragedy,51.0,225318.0,0.00143,0.596,0.8959999999999999,1.16e-05,2.0,0.352,-3.995,1.0,0.0339,105.019,0.818
9651,Adderall,64.0,218025.0,0.000672,0.6809999999999999,0.8909999999999999,1.07e-06,6.0,0.0631,-4.28,1.0,0.0408,100.008,0.556
9652,Red Hot Lights,2.0,210906.0,0.0098599999999999,0.603,0.865,0.0005,8.0,0.109,-3.02,0.0,0.0383,122.984,0.546
9653,Stuck,4.0,206466.0,0.0114,0.721,0.746,0.0952,6.0,0.0844,-4.247,0.0,0.0317,124.968,0.705
9654,Electric Love,75.0,218106.0,0.00543,0.611,0.797,0.00137,6.0,0.26,-7.627000000000001,0.0,0.0533,120.041,0.518
9655,Love Is Mystical,17.0,214373.0,0.00506,0.5660000000000001,0.865,1.31e-05,0.0,0.215,-5.082,0.0,0.0387,105.964,0.684
9656,High And Low,8.0,224840.0,0.0193,0.508,0.782,3.03e-06,1.0,0.089,-4.667,1.0,0.0454,126.917,0.286
9657,Don't Take The Money,57.0,215539.0,0.00036,0.633,0.884,1.64e-06,1.0,0.1889999999999999,-5.667000000000001,1.0,0.0392,110.081,0.296
9658,Routine,41.0,,0.002,0.578,0.908,0.00342,1.0,0.0888,-5.353,1.0,0.0412,152.013,0.77
9659,Elevate,58.0,308360.0,0.00767,0.541,0.982,0.000765,2.0,0.291,-4.908,1.0,0.107,104.03,0.722
9660,Passenger Side,61.0,221746.0,0.00601,0.585,0.8009999999999999,8.2e-05,11.0,0.0865,-5.406000000000001,0.0,0.0995,101.987,0.283
9661,Talk Too Much,67.0,187813.0,0.0106,0.598,0.914,1.22e-06,4.0,0.369,-3.752,1.0,0.0878,103.972,0.531
9662,Rust to Gold,2.0,227240.0,0.000616,0.531,0.85,6.08e-06,1.0,0.0665,-5.653,0.0,0.04,106.956,0.321
9663,Someone To You,5.0,219813.0,0.0056,0.511,0.93,0.0,2.0,0.242,-3.649,1.0,0.0441,75.01,0.6729999999999999
9664,I Wanna Get Better,55.0,204400.0,0.00266,0.456,0.8909999999999999,7.99e-06,9.0,0.281,-7.004,1.0,0.106,190.024,0.385
9665,I Wanna Go Out,52.0,184986.0,0.0552,0.573,0.911,9e-06,7.0,0.583,-4.322,1.0,0.111,106.011,0.568
9666,Midnight City,7.0,243960.0,0.0191,0.521,0.752,0.0,11.0,0.0682,-5.374,0.0,0.0369,105.051,0.3
9667,Safe,49.0,185821.0,0.138,0.691,0.7979999999999999,0.0,9.0,0.304,-4.493,1.0,0.036,102.031,0.905
9668,Hollywood,38.0,180600.0,0.00135,0.605,0.967,2.79e-06,8.0,0.2339999999999999,-2.78,1.0,0.0653,110.003,0.733
9669,Young Blood,69.0,246600.0,5.629999999999999e-05,0.579,0.865,0.000221,6.0,0.649,-4.692,1.0,0.0302,104.99,0.358
9670,Sweet Disaster,7.0,205173.0,0.0104,0.514,0.8059999999999999,0.0,0.0,0.0776,-2.4,1.0,0.032,87.04,0.442
9671,Hometown,44.0,165714.0,0.207,0.462,,0.0,9.0,0.0967,-5.078,1.0,0.0868,129.01,0.496
9672,Gimme Twice,47.0,204226.0,0.0003129999999999,0.41,0.952,7.66e-06,11.0,0.292,-3.4560000000000004,1.0,0.157,155.95,0.5710000000000001
9673,Painkiller,62.0,202626.0,0.00298,0.583,0.926,0.00101,0.0,0.121,,1.0,0.0318,99.988,0.2
9674,Thunder Clatter,8.0,271441.0,0.301,0.6,0.968,1.88e-06,6.0,0.19,-2.444,1.0,0.0329,123.019,0.635
9675,Sunroof,56.0,192197.0,0.0039,0.6,0.949,0.165,5.0,0.121,-3.341,1.0,0.0525,130.011,0.67
9676,Something Here,52.0,245386.0,0.0035399999999999,0.436,0.899,0.865,10.0,0.109,-8.325,1.0,0.0318,144.93,0.611
9677,Wallflowers,8.0,,0.0005639999999999,0.5429999999999999,0.833,2.93e-05,2.0,0.2739999999999999,-4.496,1.0,0.0289,92.002,0.303
9678,All I Need,3.0,224918.0,0.0084099999999999,0.527,0.8809999999999999,0.00132,0.0,0.3,-6.227,1.0,0.0459,135.055,0.4629999999999999
9679,Hurt Like Hell,45.0,197955.0,0.00182,0.596,0.802,1.42e-05,2.0,0.105,-4.794,1.0,0.0809,98.074,0.313
9680,Pretty Way to Fight,1.0,203666.0,0.00725,0.525,0.893,0.0576,1.0,0.2189999999999999,-4.776,1.0,0.0665,153.996,0.336
9681,Pretty Way to Fight,46.0,203666.0,0.00725,0.525,0.893,0.0576,1.0,0.2189999999999999,-4.776,1.0,0.0665,153.996,0.336
9682,Flame,65.0,226394.0,0.00118,0.528,0.858,1.56e-06,7.0,0.282,-4.5360000000000005,1.0,0.0493,100.032,0.2189999999999999
9683,Doses & Mimosas,47.0,323480.0,0.139,0.767,0.65,0.000102,5.0,0.0356,-7.379,1.0,0.106,114.507,0.38
9684,She Said,4.0,224640.0,0.0003,0.418,0.945,0.0,7.0,0.106,-3.757,1.0,0.0683,165.041,0.693
9685,Greek Tragedy,58.0,209557.0,0.00257,0.515,0.8690000000000001,2.01e-06,11.0,0.21,-4.732,1.0,0.0672,93.24,0.452
9686,Mixtape 2003,46.0,204250.0,1.32e-05,0.288,0.933,0.3329999999999999,9.0,0.356,-4.12,1.0,0.0898,167.109,0.345
9687,Falling Down - Edit,40.0,191860.0,0.0356,0.437,0.773,1.64e-05,2.0,0.19,-4.095,0.0,0.0373,92.503,0.432
9688,Permission Slip,43.0,209920.0,0.00104,0.485,0.909,0.0,9.0,0.17,-6.08,1.0,0.0571,150.08700000000002,0.8220000000000001
9689,Million Bucks,63.0,239893.0,0.00602,0.608,0.865,0.0,1.0,0.127,-3.961,0.0,0.0451,100.026,0.568
9690,My Heart's Always Yours,45.0,253601.0,5.3e-05,0.5539999999999999,0.752,0.237,0.0,0.104,-8.086,1.0,0.0313,118.95,0.385
9691,Tonight You're Perfect,51.0,202106.0,0.0018399999999999,0.583,0.7190000000000001,0.0356,6.0,0.0919,-5.643,1.0,0.035,123.999,0.299
9692,Move,44.0,189466.0,0.0179,0.638,0.8170000000000001,0.0,10.0,0.3379999999999999,-5.021,0.0,0.0636,101.028,0.716
9693,Got To My Head,6.0,186746.0,0.0118,0.515,,8.99e-05,3.0,0.0602,-5.528,1.0,0.045,114.903,0.522
9694,Heart Out,50.0,202293.0,0.0079099999999999,0.7020000000000001,0.831,0.000666,2.0,0.0844,-4.987,1.0,0.0274,118.445,0.889
9695,Apple Pie,53.0,179447.0,0.017,0.633,0.925,0.000149,5.0,0.0889,-4.767,0.0,0.0976,117.049,0.472
9696,Thunder,45.0,223400.0,0.00022,0.467,,0.000617,9.0,0.13,-2.715,1.0,0.0409,126.038,0.25
9697,Tongue Tied,77.0,218013.0,0.00847,0.56,0.936,0.0,3.0,0.161,-5.835,1.0,0.0439,112.96,0.371
9698,Favorite Liar,3.0,242249.0,0.0182,0.643,0.737,1.21e-05,9.0,0.131,-3.467,1.0,0.0362,119.974,0.319
9699,Little Secrets,61.0,238973.0,0.00345,,0.7859999999999999,0.0,5.0,0.0909,-4.248,1.0,0.0419,99.888,0.6659999999999999
9700,Summer Sound,35.0,231443.0,0.00158,0.593,0.875,0.0,7.0,0.0354,-5.801,1.0,0.0303,110.002,0.6859999999999999
9701,Cardiac Arrest,3.0,182518.0,0.0521,0.616,0.88,0.000717,1.0,0.0539,-3.59,1.0,0.042,94.011,0.7509999999999999
9702,Ceasefire,44.0,183965.0,0.00417,0.5710000000000001,0.855,0.0,4.0,0.0938,-4.622,1.0,0.0866,136.048,0.775
9703,Fake Happy - Edit,52.0,196662.0,0.113,0.741,0.8290000000000001,0.0,7.0,0.0857,-2.417,1.0,0.0369,98.516,0.701
9704,The Heart Of Me,51.0,239880.0,0.208,0.58,0.8320000000000001,0.00103,5.0,0.299,-3.934,1.0,0.0313,101.972,0.5579999999999999
9705,Fangs,56.0,215461.0,0.0062,0.522,0.853,3.21e-05,7.0,0.11,-3.727,1.0,0.0393,144.917,0.4639999999999999
9706,Perfect People,45.0,209028.0,0.00507,0.648,0.961,0.00868,11.0,0.303,-2.108,0.0,0.0454,125.971,0.937
9707,Drive,39.0,217185.0,0.249,0.624,0.65,0.0,2.0,0.0739,-5.858,1.0,0.0341,135.972,0.5920000000000001
9708,I’ll Make It Up To You,10.0,262600.0,0.0101,0.3339999999999999,0.6940000000000001,0.0313,7.0,0.316,-7.41,1.0,0.0961,176.89700000000002,0.166
9709,The Outfield,2.0,239626.0,0.102,0.7070000000000001,0.669,1.04e-06,2.0,0.228,-4.561,1.0,0.0375,131.983,0.631
9710,Washed Up Together,40.0,178013.0,0.0859,0.3279999999999999,0.919,0.0,2.0,0.324,-2.166,1.0,0.1,99.312,0.511
9711,Rebel Heart,17.0,238924.0,0.00132,0.392,0.884,6.790000000000001e-05,0.0,0.35,-3.374,1.0,,169.123,0.508
9712,Lose Yourself - Soundtrack Version,80.0,326466.0,0.00704,0.698,0.732,0.000647,2.0,0.359,-4.522,1.0,0.266,171.43099999999998,0.0689
9713,The Time Is Now (John Cena),53.0,177026.0,0.0558,0.5479999999999999,0.955,1.07e-06,8.0,0.165,-4.725,1.0,0.254,174.25,0.314
9714,Black Skinhead,76.0,188013.0,0.0009539999999999,0.775,0.823,0.0,1.0,0.144,-6.091,1.0,0.271,130.041,0.273
9715,Down With The Sickness,74.0,278706.0,0.000319,0.649,0.8959999999999999,1.19e-05,10.0,0.102,-2.704,0.0,0.0559999999999999,90.009,0.924
9716,Let's Go (feat. Big D & Twista),66.0,222200.0,0.0267,0.748,0.767,0.0,11.0,0.3339999999999999,-7.806,0.0,0.172,133.929,0.519
9717,,2.0,229320.0,0.0131,0.635,0.773,0.0502,7.0,0.0932,-5.649,1.0,0.1689999999999999,174.99200000000002,0.201
9718,I'm Shipping Up To Boston,11.0,153600.0,0.0007059999999999,0.452,0.928,0.000637,2.0,0.226,,1.0,0.079,129.188,0.6
9719,Enter Sandman,24.0,331573.0,0.00206,0.579,0.8240000000000001,0.00903,6.0,0.059,-8.71,0.0,0.03,123.331,0.635
9720,Numb / Encore,76.0,205733.0,0.0603,0.687,0.7929999999999999,0.0,2.0,0.5820000000000001,-4.254,1.0,0.166,107.045,0.7509999999999999
9721,I Am The Champion,1.0,234933.0,0.162,0.639,0.957,0.0,1.0,0.188,-4.81,1.0,0.1689999999999999,72.52600000000001,0.5660000000000001
9722,Song 2,65.0,121880.0,0.00188,0.6579999999999999,0.7090000000000001,0.00447,8.0,0.0657,-6.736000000000001,1.0,0.0904,129.69899999999998,0.855
9723,We Will Rock You - Remastered,51.0,122066.0,0.679,0.693,0.497,0.0,2.0,0.258,-7.316,1.0,0.119,81.308,0.473
9724,Remember The Name (feat. Styles Of Beyond),54.0,230493.0,0.0583,0.688,0.835,2.87e-06,8.0,0.0795,-4.162,1.0,0.0911,84.85799999999999,0.88
9725,Killing In the Name,58.0,313666.0,0.0185,0.457,0.779,2.04e-06,7.0,0.0247,-6.323,1.0,0.257,86.573,0.7340000000000001
9726,Headstrong,75.0,285569.0,0.000172,0.492,0.8959999999999999,2.78e-06,4.0,0.1889999999999999,-5.819,0.0,0.1169999999999999,184.981,0.534
9727,The Beast,1.0,219573.0,0.297,0.701,0.918,0.0,5.0,0.626,-4.16,0.0,0.4529999999999999,204.271,0.765
9728,Boom,48.0,190760.0,0.00318,0.5589999999999999,0.931,1.24e-05,9.0,0.0624,-5.863,1.0,0.0721,90.911,0.644
9729,Bring Em Out,10.0,216706.0,0.0298,0.759,0.8909999999999999,0.0,11.0,0.141,-2.983,1.0,0.257,98.579,0.5870000000000001
9730,Boom Boom Pow,63.0,251440.0,0.15,0.8690000000000001,0.851,0.000873,9.0,0.136,-6.2010000000000005,1.0,0.0827,130.09,0.395
9731,Click Click Boom,65.0,252933.0,0.00324,0.609,0.937,0.000294,6.0,0.129,-2.912,1.0,0.0495,95.961,0.493
9732,'Till I Collapse,85.0,297893.0,0.0757,0.5720000000000001,0.853,0.0,1.0,0.0798,-3.2030000000000003,1.0,0.217,171.297,0.102
9733,Welcome To The Jungle,24.0,271866.0,0.0301,0.456,0.978,0.499,10.0,0.313,-4.869,0.0,0.1119999999999999,123.411,0.327
9734,Stronger,77.0,311866.0,0.00728,0.625,0.726,0.0,10.0,0.318,-7.731,0.0,0.155,103.98,0.483
9735,Club Foot,40.0,214373.0,0.0257,0.24,0.919,2.31e-05,0.0,0.0932,-6.854,1.0,0.0812,101.758,0.123
9736,"Kernkraft 400 - DJ Gius Mix, Radio Edit",61.0,207266.0,0.00415,0.7140000000000001,0.528,0.8540000000000001,6.0,0.0819,-8.789,1.0,0.0692,139.983,0.297
9737,Jump Around,27.0,214946.0,0.0113,0.8540000000000001,0.71,8.72e-05,4.0,0.166,-6.32,0.0,0.0793,106.894,0.818
9738,We Are The Champions - Remastered 2011,48.0,179200.0,0.3779999999999999,0.268,0.4589999999999999,0.0,7.0,0.119,-6.948,0.0,0.0346,64.223,0.172
9739,"Gonna Fly Now (Theme From ""Rocky"") - 2006 - Remaster",6.0,168360.0,0.541,0.435,0.812,0.7190000000000001,0.0,0.0455,-3.711,1.0,0.0381,95.546,0.508
9740,I See You Baby - Fatboy Slim Radio Edit,41.0,210120.0,0.00437,0.5820000000000001,0.971,0.00295,3.0,0.171,-5.572,,0.154,130.013,0.655
